"","x","x_2","lsoa11cd","lsoa11nm","local_authority_district_name_2019","total_stop_searches","political_control","index_of_multiple_deprivation_imd_decile","log_total_stop_searches","crime_score"
"272",272,272,"E01000296","Barnet 023C","Barnet",60,"Conservative","7",1.77815125038364,0.2
"273",273,273,"E01000297","Barnet 027D","Barnet",5,"Conservative","8",0.698970004336019,-0.4
"274",274,274,"E01000298","Barnet 023D","Barnet",9,"Conservative","7",0.954242509439325,0.3
"275",275,275,"E01000299","Barnet 019A","Barnet",29,"Conservative","6",1.46239799789896,0.4
"276",276,276,"E01000300","Barnet 019B","Barnet",8,"Conservative","7",0.903089986991944,-0.2
"277",277,277,"E01000301","Barnet 020C","Barnet",4,"Conservative","9",0.602059991327962,-0.3
"278",278,278,"E01000302","Barnet 019C","Barnet",11,"Conservative","6",1.04139268515823,-0.3
"279",279,279,"E01000303","Barnet 020D","Barnet",4,"Conservative","9",0.602059991327962,-0.6
"280",280,280,"E01000304","Barnet 020E","Barnet",2,"Conservative","7",0.301029995663981,-0.6
"281",281,281,"E01000305","Barnet 036B","Barnet",57,"Conservative","3",1.75587485567249,0.5
"282",282,282,"E01000306","Barnet 036C","Barnet",9,"Conservative","7",0.954242509439325,0.2
"283",283,283,"E01000307","Barnet 039D","Barnet",181,"Conservative","4",2.25767857486918,0.8
"284",284,284,"E01000308","Barnet 036D","Barnet",17,"Conservative","3",1.23044892137827,1
"285",285,285,"E01000309","Barnet 031D","Barnet",7,"Conservative","7",0.845098040014257,-0.1
"286",286,286,"E01000310","Barnet 034C","Barnet",64,"Conservative","5",1.80617997398389,0.3
"287",287,287,"E01000311","Barnet 034D","Barnet",26,"Conservative","8",1.41497334797082,0.5
"288",288,288,"E01000312","Barnet 036E","Barnet",2,"Conservative","4",0.301029995663981,-0.2
"289",289,289,"E01000313","Barnet 036F","Barnet",45,"Conservative","5",1.65321251377534,0.2
"290",290,290,"E01000314","Barnet 032F","Barnet",8,"Conservative","8",0.903089986991944,0.6
"291",291,291,"E01000315","Barnet 022F","Barnet",11,"Conservative","3",1.04139268515823,0.8
"292",292,292,"E01000316","Barnet 027E","Barnet",123,"Conservative","5",2.0899051114394,0.8
"293",293,293,"E01000317","Barnet 019D","Barnet",4,"Conservative","8",0.602059991327962,-0.2
"294",294,294,"E01000318","Barnet 019E","Barnet",6,"Conservative","6",0.778151250383644,0.6
"295",295,295,"E01000319","Barnet 027F","Barnet",4,"Conservative","8",0.602059991327962,0.2
"296",296,296,"E01000320","Barnet 011D","Barnet",5,"Conservative","8",0.698970004336019,-0.4
"297",297,297,"E01000321","Barnet 012E","Barnet",15,"Conservative","6",1.17609125905568,-0.1
"298",298,298,"E01000322","Barnet 011E","Barnet",24,"Conservative","6",1.38021124171161,-0.3
"299",299,299,"E01000323","Barnet 019F","Barnet",26,"Conservative","5",1.41497334797082,0.6
"300",300,300,"E01000324","Barnet 015F","Barnet",9,"Conservative","7",0.954242509439325,0.2
"301",301,301,"E01000325","Bexley 014A","Bexley",6,"Conservative","10 (least deprived)",0.778151250383644,-0.4
"302",302,302,"E01000326","Bexley 014B","Bexley",5,"Conservative","7",0.698970004336019,-0.1
"303",303,303,"E01000327","Bexley 017A","Bexley",28,"Conservative","9",1.44715803134222,-0.2
"304",304,304,"E01000328","Bexley 017B","Bexley",22,"Conservative","7",1.34242268082221,0.7
"305",305,305,"E01000329","Bexley 017C","Bexley",32,"Conservative","6",1.50514997831991,0.4
"306",306,306,"E01000330","Bexley 017D","Bexley",14,"Conservative","5",1.14612803567824,-0.2
"307",307,307,"E01000331","Bexley 017E","Bexley",8,"Conservative","3",0.903089986991944,0.3
"308",308,308,"E01000332","Bexley 005A","Bexley",44,"Conservative","6",1.64345267648619,0.4
"309",309,309,"E01000333","Bexley 003A","Bexley",48,"Conservative","4",1.68124123737559,0.2
"310",310,310,"E01000334","Bexley 006A","Bexley",8,"Conservative","7",0.903089986991944,-0.3
"311",311,311,"E01000335","Bexley 003B","Bexley",42,"Conservative","3",1.6232492903979,0.7
"312",312,312,"E01000336","Bexley 003C","Bexley",34,"Conservative","3",1.53147891704226,0.4
"313",313,313,"E01000337","Bexley 003D","Bexley",6,"Conservative","5",0.778151250383644,0
"314",314,314,"E01000338","Bexley 003E","Bexley",33,"Conservative","5",1.51851393987789,0.3
"315",315,315,"E01000339","Bexley 025A","Bexley",2,"Conservative","6",0.301029995663981,-0.2
"316",316,316,"E01000340","Bexley 018A","Bexley",6,"Conservative","7",0.778151250383644,-0.6
"317",317,317,"E01000341","Bexley 022A","Bexley",5,"Conservative","8",0.698970004336019,-0.6
"318",318,318,"E01000342","Bexley 022B","Bexley",1,"Conservative","8",0,-0.2
"319",319,319,"E01000343","Bexley 022C","Bexley",2,"Conservative","9",0.301029995663981,-0.5
"320",320,320,"E01000344","Bexley 025B","Bexley",27,"Conservative","9",1.43136376415899,-0.5
"321",321,321,"E01000345","Bexley 022D","Bexley",7,"Conservative","9",0.845098040014257,-0.7
"322",322,322,"E01000346","Bexley 021A","Bexley",26,"Conservative","8",1.41497334797082,0
"323",323,323,"E01000347","Bexley 021B","Bexley",7,"Conservative","8",0.845098040014257,-0.5
"324",324,324,"E01000348","Bexley 020A","Bexley",7,"Conservative","10 (least deprived)",0.845098040014257,-0.7
"325",325,325,"E01000349","Bexley 020B","Bexley",9,"Conservative","9",0.954242509439325,-0.8
"326",326,326,"E01000350","Bexley 021C","Bexley",17,"Conservative","9",1.23044892137827,-0.6
"327",327,327,"E01000351","Bexley 024A","Bexley",21,"Conservative","9",1.32221929473392,-0.7
"328",328,328,"E01000352","Bexley 021D","Bexley",2,"Conservative","6",0.301029995663981,-0.1
"329",329,329,"E01000353","Bexley 011A","Bexley",10,"Conservative","10 (least deprived)",1,-0.4
"330",330,330,"E01000354","Bexley 011B","Bexley",8,"Conservative","5",0.903089986991944,-0.7
"331",331,331,"E01000355","Bexley 011C","Bexley",8,"Conservative","9",0.903089986991944,-0.3
"332",332,332,"E01000356","Bexley 009A","Bexley",26,"Conservative","9",1.41497334797082,-0.5
"333",333,333,"E01000357","Bexley 009B","Bexley",8,"Conservative","10 (least deprived)",0.903089986991944,-0.7
"334",334,334,"E01000358","Bexley 011D","Bexley",5,"Conservative","9",0.698970004336019,-0.8
"335",335,335,"E01000359","Bexley 009C","Bexley",8,"Conservative","9",0.903089986991944,-0.9
"336",336,336,"E01000360","Bexley 015A","Bexley",158,"Conservative","5",2.19865708695442,0.4
"337",337,337,"E01000361","Bexley 020C","Bexley",6,"Conservative","8",0.778151250383644,-0.4
"338",338,338,"E01000362","Bexley 015B","Bexley",283,"Conservative","7",2.45178643552429,0.5
"339",339,339,"E01000363","Bexley 020D","Bexley",11,"Conservative","8",1.04139268515823,-0.5
"340",340,340,"E01000364","Bexley 023A","Bexley",23,"Conservative","7",1.36172783601759,-0.5
"341",341,341,"E01000365","Bexley 015C","Bexley",17,"Conservative","6",1.23044892137827,0.6
"342",342,342,"E01000366","Bexley 015D","Bexley",25,"Conservative","8",1.39794000867204,-0.2
"343",343,343,"E01000367","Bexley 010A","Bexley",2,"Conservative","3",0.301029995663981,0.2
"344",344,344,"E01000368","Bexley 010B","Bexley",2,"Conservative","2",0.301029995663981,-0.1
"345",345,345,"E01000369","Bexley 014C","Bexley",5,"Conservative","6",0.698970004336019,-0.2
"346",346,346,"E01000370","Bexley 014D","Bexley",15,"Conservative","7",1.17609125905568,-0.7
"347",347,347,"E01000371","Bexley 014E","Bexley",1,"Conservative","9",0,-0.6
"348",348,348,"E01000372","Bexley 010C","Bexley",12,"Conservative","3",1.07918124604762,-0.1
"349",349,349,"E01000373","Bexley 008A","Bexley",3,"Conservative","3",0.477121254719662,0.6
"350",350,350,"E01000374","Bexley 019A","Bexley",20,"Conservative","2",1.30102999566398,0.1
"351",351,351,"E01000375","Bexley 019B","Bexley",11,"Conservative","5",1.04139268515823,0.1
"352",352,352,"E01000376","Bexley 019C","Bexley",11,"Conservative","6",1.04139268515823,0.7
"353",353,353,"E01000377","Bexley 019D","Bexley",12,"Conservative","7",1.07918124604762,0.1
"354",354,354,"E01000378","Bexley 019E","Bexley",58,"Conservative","5",1.76342799356294,0.2
"355",355,355,"E01000379","Bexley 019F","Bexley",9,"Conservative","5",0.954242509439325,0.3
"356",356,356,"E01000380","Bexley 010D","Bexley",7,"Conservative","4",0.845098040014257,-0.8
"357",357,357,"E01000381","Bexley 028A","Bexley",29,"Conservative","3",1.46239799789896,-0.1
"358",358,358,"E01000382","Bexley 027A","Bexley",3,"Conservative","9",0.477121254719662,-0.7
"359",359,359,"E01000383","Bexley 028B","Bexley",15,"Conservative","5",1.17609125905568,1
"360",360,360,"E01000384","Bexley 027B","Bexley",4,"Conservative","7",0.602059991327962,-0.3
"361",361,361,"E01000385","Bexley 028C","Bexley",16,"Conservative","3",1.20411998265592,0.2
"362",362,362,"E01000386","Bexley 028D","Bexley",11,"Conservative","2",1.04139268515823,0.3
"363",363,363,"E01000387","Bexley 027C","Bexley",6,"Conservative","7",0.778151250383644,-0.2
"364",364,364,"E01000388","Bexley 016A","Bexley",33,"Conservative","8",1.51851393987789,0.3
"365",365,365,"E01000389","Bexley 020E","Bexley",5,"Conservative","8",0.698970004336019,0.1
"366",366,366,"E01000390","Bexley 020F","Bexley",12,"Conservative","8",1.07918124604762,-0.1
"367",367,367,"E01000391","Bexley 021E","Bexley",22,"Conservative","7",1.34242268082221,-0.3
"368",368,368,"E01000392","Bexley 016B","Bexley",28,"Conservative","4",1.44715803134222,-0.2
"369",369,369,"E01000393","Bexley 020G","Bexley",4,"Conservative","8",0.602059991327962,0
"370",370,370,"E01000394","Bexley 015E","Bexley",32,"Conservative","8",1.50514997831991,-0.4
"371",371,371,"E01000395","Bexley 018B","Bexley",3,"Conservative","10 (least deprived)",0.477121254719662,-0.9
"372",372,372,"E01000396","Bexley 018C","Bexley",1,"Conservative","9",0,-1.1
"373",373,373,"E01000398","Bexley 029A","Bexley",9,"Conservative","5",0.954242509439325,-0.9
"374",374,374,"E01000399","Bexley 029B","Bexley",38,"Conservative","8",1.57978359661681,-0.5
"375",375,375,"E01000400","Bexley 029C","Bexley",17,"Conservative","6",1.23044892137827,-0.4
"376",376,376,"E01000401","Bexley 013A","Bexley",11,"Conservative","5",1.04139268515823,-0.3
"377",377,377,"E01000402","Bexley 005B","Bexley",10,"Conservative","4",1,0.3
"378",378,378,"E01000403","Bexley 004A","Bexley",249,"Conservative","3",2.39619934709574,1.2
"379",379,379,"E01000404","Bexley 004B","Bexley",92,"Conservative","3",1.96378782734556,0.5
"380",380,380,"E01000405","Bexley 004C","Bexley",20,"Conservative","3",1.30102999566398,0.4
"381",381,381,"E01000406","Bexley 005C","Bexley",24,"Conservative","4",1.38021124171161,0.6
"382",382,382,"E01000407","Bexley 005D","Bexley",3,"Conservative","6",0.477121254719662,-0.2
"383",383,383,"E01000408","Bexley 004D","Bexley",61,"Conservative","4",1.78532983501077,0.4
"384",384,384,"E01000409","Bexley 016C","Bexley",6,"Conservative","9",0.778151250383644,-1.2
"385",385,385,"E01000410","Bexley 018D","Bexley",21,"Conservative","9",1.32221929473392,-0.1
"386",386,386,"E01000412","Bexley 018E","Bexley",3,"Conservative","9",0.477121254719662,-0.6
"387",387,387,"E01000413","Bexley 018F","Bexley",12,"Conservative","8",1.07918124604762,-0.1
"388",388,388,"E01000414","Bexley 016E","Bexley",122,"Conservative","7",2.08635983067475,0.5
"389",389,389,"E01000415","Bexley 016F","Bexley",6,"Conservative","9",0.778151250383644,-0.2
"390",390,390,"E01000416","Bexley 002A","Bexley",43,"Conservative","4",1.63346845557959,1.1
"391",391,391,"E01000417","Bexley 006B","Bexley",15,"Conservative","5",1.17609125905568,0.3
"392",392,392,"E01000418","Bexley 002B","Bexley",9,"Conservative","5",0.954242509439325,0.1
"393",393,393,"E01000419","Bexley 006C","Bexley",10,"Conservative","8",1,-0.4
"394",394,394,"E01000420","Bexley 006D","Bexley",26,"Conservative","8",1.41497334797082,-0.5
"395",395,395,"E01000421","Bexley 009D","Bexley",10,"Conservative","9",1,-0.7
"396",396,396,"E01000422","Bexley 002C","Bexley",10,"Conservative","2",1,0.7
"397",397,397,"E01000423","Bexley 025C","Bexley",5,"Conservative","10 (least deprived)",0.698970004336019,-1
"398",398,398,"E01000424","Bexley 026A","Bexley",11,"Conservative","9",1.04139268515823,-0.1
"399",399,399,"E01000425","Bexley 025D","Bexley",6,"Conservative","9",0.778151250383644,-1.4
"400",400,400,"E01000426","Bexley 026B","Bexley",9,"Conservative","8",0.954242509439325,-0.9
"401",401,401,"E01000427","Bexley 026C","Bexley",10,"Conservative","7",1,-0.5
"402",402,402,"E01000428","Bexley 027D","Bexley",36,"Conservative","4",1.55630250076729,0.2
"403",403,403,"E01000429","Bexley 008B","Bexley",33,"Conservative","2",1.51851393987789,0.8
"404",404,404,"E01000430","Bexley 008C","Bexley",49,"Conservative","6",1.69019608002851,-0.4
"405",405,405,"E01000431","Bexley 008D","Bexley",32,"Conservative","2",1.50514997831991,0.5
"406",406,406,"E01000432","Bexley 008E","Bexley",30,"Conservative","4",1.47712125471966,0.4
"407",407,407,"E01000433","Bexley 008F","Bexley",47,"Conservative","2",1.67209785793572,0.7
"408",408,408,"E01000434","Bexley 008G","Bexley",23,"Conservative","2",1.36172783601759,-0.2
"409",409,409,"E01000435","Bexley 010E","Bexley",24,"Conservative","3",1.38021124171161,0.6
"410",410,410,"E01000436","Bexley 011E","Bexley",11,"Conservative","10 (least deprived)",1.04139268515823,-1.5
"411",411,411,"E01000437","Bexley 007A","Bexley",19,"Conservative","7",1.27875360095283,-0.1
"412",412,412,"E01000438","Bexley 007B","Bexley",5,"Conservative","7",0.698970004336019,0
"413",413,413,"E01000439","Bexley 007C","Bexley",27,"Conservative","4",1.43136376415899,0.5
"414",414,414,"E01000440","Bexley 007D","Bexley",9,"Conservative","9",0.954242509439325,-0.3
"415",415,415,"E01000441","Bexley 007E","Bexley",34,"Conservative","3",1.53147891704226,0.4
"416",416,416,"E01000442","Bexley 006E","Bexley",8,"Conservative","7",0.903089986991944,-0.7
"417",417,417,"E01000443","Bexley 024B","Bexley",8,"Conservative","5",0.903089986991944,-0.3
"418",418,418,"E01000444","Bexley 023B","Bexley",10,"Conservative","9",1,-0.2
"419",419,419,"E01000445","Bexley 024C","Bexley",5,"Conservative","10 (least deprived)",0.698970004336019,-0.5
"420",420,420,"E01000446","Bexley 024D","Bexley",9,"Conservative","9",0.954242509439325,-0.6
"421",421,421,"E01000447","Bexley 023C","Bexley",35,"Conservative","8",1.54406804435028,0.3
"422",422,422,"E01000448","Bexley 023D","Bexley",3,"Conservative","10 (least deprived)",0.477121254719662,-0.7
"423",423,423,"E01000449","Bexley 023E","Bexley",14,"Conservative","10 (least deprived)",1.14612803567824,0.2
"424",424,424,"E01000450","Bexley 009E","Bexley",15,"Conservative","5",1.17609125905568,-0.1
"425",425,425,"E01000451","Bexley 009F","Bexley",12,"Conservative","9",1.07918124604762,-0.7
"426",426,426,"E01000452","Bexley 009G","Bexley",4,"Conservative","9",0.602059991327962,-0.8
"427",427,427,"E01000453","Bexley 013B","Bexley",6,"Conservative","9",0.778151250383644,-0.5
"428",428,428,"E01000454","Bexley 013C","Bexley",9,"Conservative","5",0.954242509439325,0.2
"429",429,429,"E01000455","Bexley 013D","Bexley",3,"Conservative","9",0.477121254719662,-0.3
"430",430,430,"E01000456","Bexley 013E","Bexley",4,"Conservative","9",0.602059991327962,-0.9
"431",431,431,"E01000457","Bexley 026D","Bexley",25,"Conservative","7",1.39794000867204,0
"432",432,432,"E01000458","Bexley 027E","Bexley",10,"Conservative","10 (least deprived)",1,-0.8
"433",433,433,"E01000459","Bexley 027F","Bexley",13,"Conservative","6",1.11394335230684,-0.2
"434",434,434,"E01000460","Bexley 022E","Bexley",24,"Conservative","10 (least deprived)",1.38021124171161,-0.7
"435",435,435,"E01000461","Bexley 024E","Bexley",11,"Conservative","9",1.04139268515823,-0.2
"436",436,436,"E01000462","Bexley 026E","Bexley",53,"Conservative","6",1.72427586960079,-0.5
"437",437,437,"E01000464","Bexley 002D","Bexley",10,"Conservative","4",1,0.1
"438",438,438,"E01000465","Bexley 002E","Bexley",15,"Conservative","3",1.17609125905568,-0.1
"439",439,439,"E01000466","Bexley 001A","Bexley",77,"Conservative","4",1.88649072517248,-0.1
"440",440,440,"E01000467","Bexley 001B","Bexley",26,"Conservative","5",1.41497334797082,-0.2
"441",441,441,"E01000468","Bexley 001C","Bexley",8,"Conservative","5",0.903089986991944,-0.2
"442",442,442,"E01000469","Bexley 001D","Bexley",6,"Conservative","5",0.778151250383644,0.3
"443",443,443,"E01000470","Bexley 002F","Bexley",98,"Conservative","2",1.99122607569249,1.1
"444",444,444,"E01000471","Brent 026A","Brent",1,"Labour","5",0,-0.3
"445",445,445,"E01000472","Brent 029A","Brent",30,"Labour","4",1.47712125471966,0
"446",446,446,"E01000473","Brent 029B","Brent",41,"Labour","4",1.61278385671974,0.2
"447",447,447,"E01000474","Brent 026B","Brent",42,"Labour","4",1.6232492903979,-0.5
"448",448,448,"E01000475","Brent 029C","Brent",28,"Labour","5",1.44715803134222,-0.5
"449",449,449,"E01000476","Brent 026C","Brent",15,"Labour","5",1.17609125905568,0.4
"450",450,450,"E01000477","Brent 026D","Brent",26,"Labour","4",1.41497334797082,-0.1
"451",451,451,"E01000478","Brent 029D","Brent",2,"Labour","4",0.301029995663981,0.4
"452",452,452,"E01000479","Brent 009A","Brent",43,"Labour","6",1.63346845557959,0.1
"453",453,453,"E01000480","Brent 006A","Brent",3,"Labour","7",0.477121254719662,0.4
"454",454,454,"E01000481","Brent 009B","Brent",45,"Labour","3",1.65321251377534,0.1
"455",455,455,"E01000482","Brent 009C","Brent",202,"Labour","2",2.30535136944662,0.2
"456",456,456,"E01000483","Brent 009D","Brent",13,"Labour","2",1.11394335230684,0.4
"457",457,457,"E01000484","Brent 006B","Brent",10,"Labour","2",1,-0.1
"458",458,458,"E01000485","Brent 006C","Brent",25,"Labour","3",1.39794000867204,0.3
"459",459,459,"E01000486","Brent 006D","Brent",12,"Labour","6",1.07918124604762,0.4
"460",460,460,"E01000487","Brent 006E","Brent",51,"Labour","6",1.70757017609794,0.1
"461",461,461,"E01000488","Brent 022A","Brent",3,"Labour","4",0.477121254719662,0.8
"462",462,462,"E01000489","Brent 030A","Brent",15,"Labour","4",1.17609125905568,1
"463",463,463,"E01000490","Brent 023A","Brent",21,"Labour","4",1.32221929473392,1
"464",464,464,"E01000491","Brent 030B","Brent",22,"Labour","5",1.34242268082221,0.4
"465",465,465,"E01000492","Brent 030C","Brent",3,"Labour","7",0.477121254719662,0.3
"466",466,466,"E01000493","Brent 030D","Brent",21,"Labour","7",1.32221929473392,0
"467",467,467,"E01000494","Brent 023B","Brent",9,"Labour","5",0.954242509439325,0
"468",468,468,"E01000495","Brent 023C","Brent",13,"Labour","3",1.11394335230684,1
"469",469,469,"E01000497","Brent 011A","Brent",56,"Labour","4",1.7481880270062,0.4
"470",470,470,"E01000498","Brent 010B","Brent",16,"Labour","3",1.20411998265592,0.9
